accuracy,cross_entropy
0.2538888888888838,0.753084808216712
0.2838888888888825,0.6820750928889817
0.30583333333332596,0.6305799770608734
0.3186111111111032,0.5804527541893164
0.32361111111110297,0.5366152312591659
0.32861111111110275,0.49806933757328076
0.4486111111110975,0.46518595358130116
0.6341666666666718,0.44102538398196345
0.7672222222222481,0.42156724146399094
0.7805555555555835,0.4032543605311059
0.7886111111111404,0.3863310369505366
0.7894444444444738,0.37755661137221674
0.78611111111114,0.3672063126241738
0.7855555555555843,0.3596026340892947
0.7830555555555839,0.34850025170970406
0.7788888888889166,0.3440799494670293
0.773611111111138,0.3427987797834206
0.7652777777778034,0.34461261899590606
0.7644444444444699,0.333308611435023
0.7683333333333594,0.3236455825968946
0.7619444444444695,0.32622744363327333
0.7563888888889131,0.3264990416740711
0.7511111111111345,0.3242783971586131
0.751944444444468,0.3167365515620672
0.7483333333333563,0.3162346613253096
0.7444444444444668,0.31432883529168865
0.7422222222222442,0.3106151649683522
0.7380555555555769,0.311174033227965
0.7380555555555769,0.30960268014500814
0.7377777777777991,0.3101738606023018
0.7388888888889104,0.30728182821400096
0.744166666666689,0.300962891388405
0.7352777777777987,0.30497213456264266
0.7350000000000209,0.3023225814247082
0.7302777777777979,0.3030768869486398
0.734722222222243,0.3012716833394499
0.731666666666687,0.3010230338990545
0.7236111111111302,0.2971629787091617
0.6466666666666737,0.2938922915037482
0.6577777777777866,0.2927904773741271
0.6619444444444539,0.2917595436217754
0.6733333333333446,0.2874227674130331
0.6638888888888986,0.28952598355367554
0.6822222222222348,0.2945759705171433
0.6722222222222333,0.29059069051778647
0.7119444444444617,0.2832895353886352
0.7125000000000173,0.2805333620277344
0.6883333333333469,0.286375267192552
0.6658333333333434,0.2906757316651292
0.6905555555555695,0.2895787943233051
